NIST_index,NIST_index,du_index,noor_index,Enzyme:,KEGG Reaction:,CID Reaction:,EC Value:,Reaction:,Reference:,Reference ID:,T [K],pH,Keq,Ionic strength [molal],Experimental conditions,solutes [molal],Buffer:,Ionic strength [mol/dm^3],-log[Mg+2],Km',Enthalpy [kJ/mol],Method:,solutes [mol/dm^3]
8486,,3332,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,84DEM,308.15,7,400,,"mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.025;pyrophosphate=0 ; MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L)",,,,"imidazole (0.050 mol dm-3), (Tris + HCl) and imidazole",,radioactivity,,
8487,,3333,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,84DEM,308.15,6.2,920,,"mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.025;pyrophosphate=0 ; MgCl2 (0.025 mol/L), orthophosphate (0.012 mol/L)",,,,"imidazole (0.050 mol dm-3), (Tris + HCl) and imidazole",,radioactivity,,
8488,,3334,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,84DEM,308.15,7,1200,,"mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.01;pyrophosphate=0 ; MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L)",,,,"imidazole (0.050 mol dm-3), (Tris + HCl) and imidazole",,radioactivity,,
8489,,3335,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,84DEM,308.15,6.2,2600,,"mol/L;imidazole=0.05;orthophosphate=0.0012;(Mg)1(Cl)2=0.01;pyrophosphate=0 ; MgCl2 (0.01 mol/L), orthophosphate (0.012 mol/L)",,,,"imidazole (0.050 mol dm-3), (Tris + HCl) and imidazole",,radioactivity,,
8490,,3336,,UDPglucose 4-epimerase,,CHB_18066 = CHB_18307,5.1.3.2,UDPglucose(aq) = UDPgalactose(aq),,84DEY,303.15,9.5,0.31,,mol/L;glycine buffer=0.1,,,,glycine (0.1 mol dm-3),,spectrophotometry,,
8491,,3337,,aldehyde reductase,,CHB_17151 + CHB_18009 = CHB_16474 + CHB_53455,1.1.1.21,xylitol(aq) + NADP(aq) = D-xylose(aq) + NADPH(aq),,84DIT/KUB,303.15,7.5,0.00316228,,mol/L;glycylglycine buffer=0.025,,,,glycylglycine (0.025 mol dm-3),,spectrophotometry,,
8492,,3338,,D-xylulose reductase,,CHB_15846 + CHB_17151 = CHB_16908 + CHS_388344,1.1.1.9,xylitol(aq) + NAD(aq) = D-xylulose(aq) + NADH(aq),,84DIT/KUB2,303.15,7,0.000425,,mol/L;Tris-HCl=0.05;(Mg)1(Cl)2=0.005;xylitol=0.1;NAD=0.0005;D-xylulose=0;NADH=0,,,,Tris (0.025 mol dm-3) + HCl,,spectrophotometry,,
8493,,3339,,dimethylmaleate hydratase,,CHB_15582 = CHB_15377 + CHB_17081,4.2.1.85,"(2R,3S)-2,3-dimethylmalate(aq) = dimethylmaleate(aq) + H2O(l)",,84KOL/EGG,308.15,7,0.43,,"mol/L;potassium phosphate buffer=0.1;DTT=0.001;(2R,3S)-2,3-dimethylmalate=0.0035;dimethylmaleate=0.0015",,,,phosphate (0.10 mol dm-3),,spectrophotometry,,
8494,,3340,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,333.15,7,1.039,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8495,,3341,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,338.15,7,1.062,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8496,,3342,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,343.15,7,1.103,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8497,,3343,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,348.15,7,1.131,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8498,,3344,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,353.15,7,1.182,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8499,,3345,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84LLO/CHA,358.15,7,1.209,,,,,,sodium sulfite + sodium hydrogen sulfite,,HPLC,,
8500,,3346,,thermolysin,,CHB_15377 + MAN_10127 = CHS_2006119 + CHS_643364,3.4.24.27,N-(benzyloxycarbonyl)-L-aspartyl-L-phenylalanine methyl ester(aq) + H2O(l) = N-(benzyloxycarbonyl)-L-aspartic acid(aq) + L-phenylalanine methyl ester(aq),,84OYA/IRI,313.15,? 6.5,0.67,,,,,,No specific buffering system was used.  The pH was adjusted with NaOH.,,HPLC,,
8501,,3347,,thiamine pyridinylase,,CHB_17296 + CHB_18385 = CHB_17957 + MAN_10118,2.5.1.2,thiamine(aq) + aniline(aq) = 4-methyl-5-(2'-hydroxyethyl)-thiazole(aq) + heteroanilithiamine(aq),,84PUZ/GOR,303.15,6.5,0.03,,mol/L;phosphate buffer=0.05,,,,phosphate (0.05 mol dm-3),,chemical analysis and radioactivity,,
8502,,3348,,thiamine pyridinylase,,CHB_17154 + CHB_18385 = CHB_17957 + MAN_10117,2.5.1.2,thiamine(aq) + nicotinamide(aq) = 4-methyl-5-(2'-hydroxyethyl)-thiazole(aq) + heteronicotinathiamine(aq),,84PUZ/GOR,303.15,6.5,0.022,,mol/L;phosphate buffer=0.05,,,,phosphate (0.05 mol dm-3),,chemical analysis and radioactivity,,
8503,,3349,,methylenetetrahydrofolate dehydrogenase (NAD+),,CHB_15846 + CHB_1989 = CHB_15638 + CHB_16908,1.5.1.15,"5,10-methylenetetrahydrofolate(aq) + NAD(aq) = 5,10-methenyltetrahydrofolate(aq) + NADH(aq)",,84RAG/LJU,298.15,6.7,2,,mol/L;Tris-maleate=0.5;2-mercaptoethanol=0.022,,,,Tris + maleate (0.5 mol dm-3),,spectrophotometry,,
8504,,3350,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,298.15,7.5,0.866,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0066,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8505,,3351,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,306.15,7.5,0.892,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0093,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8506,,3352,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,313.15,7.5,0.936,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0066,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8507,,3353,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,322.15,7.5,0.964,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0066,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8508,,3354,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,331.85,7.5,1.004,,mol/L;Tris-HCl=0.05;(Mg)1(SO4)1=0.007,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8509,,3355,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,344.15,7.5,1.094,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0079,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8510,,3356,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,353.15,7.5,1.157,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0061,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8511,,3357,,xylose isomerase,,CHB_4167 = CHB_37721,5.3.1.5,D-glucose(aq) = D-fructose(aq),,84TEW/GOL,358.15,7.5,1.199,,mol/L;(K)1(H2PO4)1=0.0087;(Na)2(HPO4)1=0.0303;(Mg)1(SO4)1=0.0061,,,,phosphate (0.039 mol dm-3) and {Tris (0.050 mol dm-3) + HCl},,HPLC,,
8512,,3358,,N-acetylneuraminate lyase,,CHB_35418 = CHB_15361 + CHB_63153,4.1.3.3,N-acetylneuraminate(aq) = N-acetyl-D-mannosamine(aq) + pyruvate(aq),,84UCH/TSU,310.15,7.7,0.08,,mol/L;phosphate buffer=0.05;N-acetylneuraminate=0.005;N-acetyl-D-mannosamine=0.02;pyruvate=0.02,,,,phosphate (0.050 mol dm-3),,,,
8513,,3359,,alanine racemase,,CHB_16977 = CHB_15570,5.1.1.1,L-alanine(aq) = D-alanine(aq),,84WAS/DAU,310.15,9.2,1.01,,mol/L;CHES buffer=0.1,,,,Ches (0.10 mol dm-3),,spectrophotometry,,
8514,,3360,,malate dehydrogenase,,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1.1.1.37,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,85ANS/PRI,311.15,7.6,2.4e-05,,,,,,"ovalbumin protein, sodium phosphate (0.1 mol dm-3)",,,,
8515,,3361,,malate dehydrogenase,,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1.1.1.37,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,85ANS/PRI,311.15,7.6,6.4e-05,,,,,,"BSA protein, sodium phosphate (0.1 mol dm-3)",,,,
8516,,3362,,malate dehydrogenase,,CHB_15589 + CHB_15846 = CHB_16452 + CHB_16908,1.1.1.37,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),,85ANS/PRI,311.15,7.6,3.58296e-05,,mol/L;sodium phosphate buffer=0.1,,,,sodium phosphate (0.1 mol dm-3),,,,
8517,,3363,,glutamate dehydrogenase,,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,1.4.1.2,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,85ANS/PRI,311.15,7.6,8e-08,,,,,,"ovalbumin protein, sodium phosphate (0.1 mol dm-3)",,,,
8518,,3364,,glutamate dehydrogenase,,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,1.4.1.2,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,85ANS/PRI,311.15,7.6,4.8e-07,,,,,,"BSA protein, sodium phosphate (0.1 mol dm-3)",,,,
8519,,3365,,glutamate dehydrogenase,,CHB_15377 + CHB_15846 + CHB_29985 = CHB_16134 + CHB_16810 + CHB_16908,1.4.1.2,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),,85ANS/PRI,311.15,7.6,3.11e-06,,mol/L;sodium phosphate buffer=0.1,,,,sodium phosphate (0.1 mol dm-3),,,,
8520,,3366,,,,CHB_16810 + CHB_29991 = CHB_16452 + CHB_29985,,L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),,85ANS/PRI,311.15,7.6,0.6,,mol/L;sodium phosphate buffer=0.1,,,,,,,,
8521,,3367,,,,CHB_15377 + CHB_29806 = CHB_15589,,fumarate(aq) + H2O(l) = (S)-malate(aq),,85ANS/PRI,311.15,7.6,5,,mol/L;sodium phosphate buffer=0.1,,,,,,,,
8522,,3368,,alanine racemase,,CHB_16977 = CHB_15570,5.1.1.1,L-alanine(aq) = D-alanine(aq),,85BAD/WAL,310.15,9,0.82,,mol/L;CHES buffer=0.1,,,,Ches (0.10 mol dm-3),,spectrophotometry,,
8523,,3369,,sucrose-phosphate synthase,,CHB_18066 + CHB_61553 = CHB_16308 + CHB_17659,2.4.1.14,UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),,85BAR,310.15,7.5,1.8,,mol/L;UDPglucose=0.000652174;D-fructose 6-phosphate=0.000869565;UDP=0;sucrose 6-phosphate=0;(Mg)1(Cl)2=0.00434783;Tris-HCl=0.25;EDTA=0.001;2-mercaptoethanol=0.01,,,,(Tris + HCl) and mercaptoethanol,,electrophoresis and radioactivity,,
8524,,3370,,3-hydroxybutyryl-CoA dehyratase,,CHB_37050 = CHB_15377 + CHB_15473,4.2.1.-,DL-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),,85COO/PRA,308.15,7.4,0.282414,,mol/L;Tris-HCl=0.1,,,,Tris (0.10 mol dm-3) + HCl,,spectrophotometry and HPLC,,
8525,,3371,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,568.5406609,,"mol/L;Tris-HCl=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.0005 ; MgCl2 (0.005 mol/L), orthophosphate (0.001 mol/L)",,,,"Tris (0.050 mol dm-3) + HCl, Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8526,,3372,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,401.5415777,,"mol/L;Tris-HCl=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.0007 ; MgCl2 (0.007 mol/L), orthophosphate (0.001 mol/L)",,,,"Tris (0.050 mol dm-3) + HCl, Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8527,,3373,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,390.8442956,,"mol/L;Tris-HCl=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.0009 ; MgCl2 (0.009 mol/L), orthophosphate (0.001 mol/L)",,,,"Tris (0.050 mol dm-3) + HCl, Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8528,,3374,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,8,345.6,,"MgCl2 (0.001 mol/L), orthophosphate (0.001 mol/L)",,,,"Tris (0.050 mol dm-3) + HCl, Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8529,,3375,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,80.69233784,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.01 ; MgCl2 (0.01 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8530,,3376,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,85.5,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.008 ; MgCl2 (0.008 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8531,,3377,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,136.9764677,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.006 ; MgCl2 (0.006 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8532,,3378,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,222.7542952,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.004 ; MgCl2 (0.004 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8533,,3379,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,400.3911523,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.002 ; MgCl2 (0.002 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8534,,3380,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,7.2,632.7646895,,"mol/L;MOPS buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.001 ; MgCl2 (0.001 mol/L), orthophosphate (0.001 mol/L)",,,,"Mops (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8535,,3381,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,320.1751467,,"mol/L;MES buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.01 ; MgCl2 (0.01 mol/L), orthophosphate (0.001 mol/L)",,,,"Mes (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8536,,3382,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,141.3039649,,"mol/L;MES buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.025 ; MgCl2 (0.02 mol/L), orthophosphate (0.001 mol/L)",,,,"Mes (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8537,,3383,,inorganic pyrophosphatase,,CHB_15377 + CHB_18361 = 2 CHB_26078,3.6.1.1,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),,85DEM/BEH,303.15,6.2,89.73015864,,"mol/L;MES buffer=0.05;pyrophosphate=0.001;orthophosphate=0;(Mg)1(Cl)2=0.04 ; MgCl2 (0.004 mol/L), orthophosphate (0.001 mol/L)",,,,"Mes (0.050 mol dm-3), Mops (0.050 mol dm-3) or {Tris (0.050 mol dm-3) + HCl} or Mes (0.050 mol dm-3)",,radioactivity,,
8538,,3384,,Ca2+-transporting ATPase,,CHB_15377 + CHB_15422 = CHB_16761 + CHB_26078,3.6.1.38,ATP(aq) + H2O(l) = ADP(aq) + orthophosphate(aq),,85FAG/DEW,295.15,7,39810.7,,mol/L;(K)1(Cl)1=0.1;(Mg)1(Cl)2=0.005;MOPS buffer=0.05;ATP=0.00015;ADP=0;orthophosphate=0,,,,Mops (0.050 mol dm-3),,spectrophotometry,,
8539,,3385,,fumarate hydratase,,CHB_15377 + CHB_29806 = CHB_15589,4.2.1.2,fumarate(aq) + H2O(l) = (S)-malate(aq),,85GAJ/GOL,298.15,7.3,4.25,,mol/kg;IS=0.00048,0.00048,,,Tris + HCl,,gas chromatography,,
8540,,3386,,fumarate hydratase,,CHB_15377 + CHB_29806 = CHB_15589,4.2.1.2,fumarate(aq) + H2O(l) = (S)-malate(aq),,85GAJ/GOL,298.15,7.63,4.16,,mol/kg;IS=0.0035,0.0035,,,Tris + HCl,,gas chromatography,,
8541,,3387,,fumarate hydratase,,CHB_15377 + CHB_29806 = CHB_15589,4.2.1.2,fumarate(aq) + H2O(l) = (S)-malate(aq),,85GAJ/GOL,298.15,7.99,4.14,,mol/kg;IS=0.0055,0.0055,,,Tris + HCl,,gas chromatography,,
8542,,3388,,fumarate hydratase,,CHB_15377 + CHB_29806 = CHB_15589,4.2.1.2,fumarate(aq) + H2O(l) = (S)-malate(aq),,85GAJ/GOL,309.41,7.99,3.28,,mol/kg;IS=0.0055,0.0055,,,Tris + HCl,,gas chromatography,,
8543,,3389,,fumarate hydratase,,CHB_15377 + CHB_29806 = CHB_15589,4.2.1.2,fumarate(aq) + H2O(l) = (S)-malate(aq),,85GAJ/GOL,320.05,7.99,2.66,,mol/kg;IS=0.0055,0.0055,,,Tris + HCl,,gas chromatography,,
8544,,3390,,succinate-semialdehyde reductase,,CHB_16474 + CHB_57706 = CHB_16724 + CHB_18009,1.2.1.a,4-oxobutanoate(aq) + NADPH(aq) = 4-hydroxybutanoate(aq) + NADP(aq),,85HEA/CHU,298.15,7.2,3.65955,,mol/L;potassium phosphate buffer=0.1;4-hydroxybutanoate=0.00005;NADP=0.00002;4-oxobutanoate=0;NADPH=0,,,,potassium phosphate (0.10 mol dm-3),,spectrophotometry,,
8545,,3391,,adenosylhomocysteinase,,CHB_15377 + MAN_10095 = CHB_16335,3.3.1.1,"4',5'-anhydroadenosine(aq) + H2O(l) = adenosine(aq)",,85HER/AIY,310.15,7,0.47619,,"mol/L;potassium phosphate buffer=0.025;adenosine=0.0001;4',5'-anhydroadenosine=0",,,,potassium phosphate (0.010 mol dm-3),,HPLC,,
8546,,3392,,phosphomevalonate kinase,,CHB_15422 + CHB_17436 = CHB_15899 + CHB_16761,2.7.4.2,ATP(aq) + (R)-5-phosphomevalonate(aq) = ADP(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,1.74,,mol/L;HEPES-KOH=0.2;ATP=0.0099;(R)-5-phosphomevalonate=0.0098;(Mg)1(Cl)2=0.0126;DTT=0.001;ADP=0;(R)-5-diphosphomevalonate=0,,,,Hepes (0.10 mol dm-3) + KOH,,NMR and radioassay,,
8547,,3393,,phosphomevalonate kinase,,CHB_17436 + MAN_10173 = CHB_15899 + MAN_10174,2.7.4.2,ATP-a--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-a--S(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,3.4,,mol/L;HEPES-KOH=0.2;ATP-a--S=0.0052;(R)-5-phosphomevalonate=0.0053;(Mg)1(Cl)2=0.0079;DTT=0.001;ADP-a--S=0;(R)-5-diphosphomevalonate=0,,,,Hepes (0.10 mol dm-3) + KOH,,NMR and radioassay,,
8548,,3394,,phosphomevalonate kinase,,CHB_17436 + PBC_123766 = CHB_15899 + PBC_6912713,2.7.4.2,ATP-b--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-b--S(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,84,,mol/L;HEPES-KOH=0.2;ATP-b--S=0.0051;(R)-5-phosphomevalonate=0.0052;(Mg)1(Cl)2=0.0079;DTT=0.001;ADP-b--S=0;(R)-5-diphosphomevalonate=0,,,,Hepes (0.10 mol dm-3) + KOH,,NMR and radioassay,,
8549,,3395,,phosphomevalonate kinase,,CHB_17436 + PBC_440317 = CHB_16761 + MAN_10035,2.7.4.2,ATP-g--S(aq) + (R)-5-phosphomevalonate(aq) = ADP(aq) + 2-thio-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,1,,mol/L;HEPES-KOH=0.2;ATP-g--S=0.0082;(R)-5-phosphomevalonate=0.0083;(Mg)1(Cl)2=0.01;DTT=0.001;ADP=0;2-thio-5-diphosphomevalonate=0,,,,Hepes (0.10 mol dm-3) + KOH,,NMR and radioassay,,
8550,,3396,,phosphomevalonate kinase,,CHB_15422 + CHB_17436 = CHB_15899 + CHB_16761,2.7.4.2,ATP(aq) + (R)-5-phosphomevalonate(aq) = ADP(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,1.65,,mol/L;HEPES-KOH=0.1;ATP=0.008;(R)-5-phosphomevalonate=0.008;(Mg)1(Cl)2=0.009;DTT=0.001;ADP=0;(R)-5-diphosphomevalonate=0,,,,,,NMR and radioassay,,
8551,,3397,,phosphomevalonate kinase,,CHB_17436 + MAN_10173 = CHB_15899 + MAN_10174,2.7.4.2,ATP-a--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-a--S(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,3.1,,mol/L;HEPES-KOH=0.1;ATP-a--S=0.005;(R)-5-phosphomevalonate=0.005;(Mg)1(Cl)2=0.006;DTT=0.001;ADP-a--S=0;(R)-5-diphosphomevalonate=0,,,,,,NMR and radioassay,,
8552,,3398,,phosphomevalonate kinase,,CHB_17436 + PBC_123766 = CHB_15899 + PBC_6912713,2.7.4.2,ATP-b--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-b--S(aq) + (R)-5-diphosphomevalonate(aq),,85LEE/OSU,303.15,8,76,,mol/L;HEPES-KOH=0.1;ATP-b--S=0.0055;(R)-5-phosphomevalonate=0.0055;(Mg)1(Cl)2=0.0065;DTT=0.001;ADP-b--S=0;(R)-5-diphosphomevalonate=0,,,,,,NMR and radioassay,,
